park_name,county,park_identifier,park_address,fire_authority,jurisdiction,mh_spaces,rv_lots_wdrains,rv_lots_wo_drains,operated_by,street_add,city,phone_num,state,zip
BESARO MOBILE HOME PARK,ALAMEDA,01-0089-MP,"4141 Deep Creek Rd, Fremont, Ca 94555, (510) 742-9402","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",236.0,0.0,0.0,"BESARO MOBILE HOME PARK LLC, 4141 DEEP CREEK RD-OFC, FREMONT, CA 94555",4141 Deep Creek Rd,Fremont, (510) 742-9402,CA,94555
SPANISH RANCH 1,ALAMEDA,01-0090-MP,"28400 Granada Cir, Hayward, Ca 94544, (510) 783-5535","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",462.0,0.0,0.0,"RUTHERFORD MHC MANAGEMENT, C/O MONTEREY COAST L.P. 241 W MAIN ST, LOS GATOS, CA 95030",28400 Granada Cir,Hayward, (510) 783-5535,CA,94544
SUNRISE MHP,ALAMEDA,01-0091-MP,"856 Sundial Cir, Livermore, Ca 94550, (925) 443-6293","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",133.0,0.0,0.0,"SUNRISE MOBILE HOME PARK,LLC, 1818 GILBRETH RD #240, BURLINGAME, CA 94010",856 Sundial Cir,Livermore, (925) 443-6293,CA,94550
LIVERMORE TRAILER RANCH,ALAMEDA,01-0092-MP,"1037 E Air Way, Livermore, Ca 94550, (925) 447-0304","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",41.0,11.0,0.0,"BASS, TERRELL, 2184 DEER OAK WY, DANVILLE, CA 94506",1037 E Air Way,Livermore, (925) 447-0304,CA,94550
CARSON RIVER RESORT,ALPINE,02-0004-MP,"12399 Us Highway 89, Markleeville, Ca 96120, (530) 694-2229","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",12.0,0.0,3.0,"ALGER, ANGEL, PO BOX 457, MARKLEEVILLE, CA 96120",12399 Us Highway 89,Markleeville, (530) 694-2229,CA,96120
SIERRA PINES PARK,ALPINE,02-0007-MP,"19750 Hwy 89, Markleeville, Ca 96120, (530) 694-9105","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",30.0,0.0,0.0,"DYKES, ROB, PO BOX 53, MINDEN, NV 89423",19750 Hwy 89,Markleeville, (530) 694-9105,CA,96120
PINE GROVE MH ESTATES,AMADOR,03-0001-MP,"14074 Irishtown Rd, Pine Grove, Ca 95665, (209) 296-5588","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",74.0,0.0,0.0,"BELDT, HOMER, 14074 IRISHTOWN ROAD #91, PINE GROVE, CA 95665",14074 Irishtown Rd,Pine Grove, (209) 296-5588,CA,95665
IONE MOBILE HOME PARK,AMADOR,03-0006-MP,"1311 W Marlette St, Ione, Ca 95640, (209) 274-2619","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",49.0,3.0,1.0,"IONE MOBILE HOME PARK, LLC, 425 N RURAL DRIVE #B, MONTEREY PARK, CA 91755",1311 W Marlette St,Ione, (209) 274-2619,CA,95640
FOREST POINT MANUFACTURED HOUSING COMMUNITY - 1,AMADOR,03-0008-MP,"20521 Hwy 88, Pine Grove, Ca 95665, (209) 223-9664","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",20.0,0.0,0.0,"HARMONY COMMUNITIES 2 LLC, 6653 EMBARCADERO DR SUITE # C, STOCKTON, CA 95219",20521 Hwy 88,Pine Grove, (209) 223-9664,CA,95665
PIONEER TP,AMADOR,03-0009-MP,"24930 State Hwy 88, Pioneer, Ca 95666, (209) 223-0702","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",9.0,0.0,0.0,"JOANN RAMSEY, 1025 NORTH MAIN, JACKSON, CA 95642",24930 State Hwy 88,Pioneer, (209) 223-0702,CA,95666
GOLD OAKS MOBILE HOME PARK,AMADOR,03-0011-MP,"12594 Kennedy Flat Rd, Martell, Ca 95654, (209) 256-9211","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",24.0,0.0,2.0,"GOLD OAKS MHP LLC, 3090 FITE CIR SUITE # 203, SACRAMENTO, CA 95827",12594 Kennedy Flat Rd,Martell, (209) 256-9211,CA,95654
GOLD COUNTRY CAMPGROUND LLC,AMADOR,03-0013-MP,"13026 Tabeau Rd, Pine Grove, Ca 95665, (209) 296-4650","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",12.0,70.0,41.0,"GOLD COUNTRY CAMPGROUND LLC, 363 PROSPECT ST, LA JOLLA, CA 92037",13026 Tabeau Rd,Pine Grove, (209) 296-4650,CA,95665
SUTTER PINES,AMADOR,03-0017-MP,"14906 State Hwy 88, Jackson, Ca 95642, (209) 304-5674","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",11.0,0.0,0.0,"MHB LLC, 12072 COLT DR, SUTTER CREEK, CA 95685",14906 State Hwy 88,Jackson, (209) 304-5674,CA,95642
OK CORRAL TP,AMADOR,03-0018-MP,"27065 E Hwy 88, Pioneer, Ca 95666, (209) 969-9817","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",6.0,0.0,0.0,"FORD, GERALD, PO BOX 902, LINDEN, CA 95236",27065 E Hwy 88,Pioneer, (209) 969-9817,CA,95666
HIDDEN CREEK MHP,AMADOR,03-0019-MP,"14721 Pioneer Volcano Road, Pioneer, Ca 95666, (209) 296-2172","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",5.0,0.0,0.0,"ESPOSITO, TOM & JANICE, 14721 PIONEER VOLCANO ROAD, PIONEER, CA 95666",14721 Pioneer Volcano Road,Pioneer, (209) 296-2172,CA,95666
BUCKHORN COMMUNITY LP,AMADOR,03-0020-MP,"26600 Hwy 88, Pioneer, Ca 95666, (858) 220-9387","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",48.0,0.0,0.0,"BUCKHORN COMMUNITY,LP, 3090 FITE CIRCLE SUITE # 203, SACRAMENTO, CA 95827",26600 Hwy 88,Pioneer, (858) 220-9387,CA,95666
BEAR RIVER RESORT,AMADOR,03-0023-MP,"40800 Hwy 88, Pioneer, Ca 95666, (209) 295-4868","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",4.0,40.0,0.0,"FRAZIER, JON & JANETTE & MCINTOSH, ED & NANCY, 40800 HWY 88, PIONEER, CA 95666",40800 Hwy 88,Pioneer, (209) 295-4868,CA,95666
CAMANCHE NORTH SHORE RECREATION AREA,AMADOR,03-0029-MP,"2000 Camanche Rd, Ione, Ca 95640, (209) 763-5912","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",146.0,3.0,252.0,"EAST BAY MUNICIPAL UTILITY DISTRICT, 15083 CAMANCHE PARKWAY SOUTH, VALLEY SPRINGS, CA 95252",2000 Camanche Rd,Ione, (209) 763-5912,CA,95640
LAKE AMADOR RESORT,AMADOR,03-0030-MP,"7500 Lake Amador Dr, Ione, Ca 95640, (209) 274-4739","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",4.0,0.0,107.0,"LOCKHART, ROBERT L., 7500 LAKE AMADOR DR, IONE, CA 95640",7500 Lake Amador Dr,Ione, (209) 274-4739,CA,95640
MORIAH HEIGHTS MOBILE VILLAGE,AMADOR,03-0031-MP,"240 Hwy 16 Sacto Co Line, Plymouth, Ca 95669, (209) 245-6600","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",18.0,0.0,0.0,"HOPE FOUNDATION, PO BOX 798, RANCHO MURIETA, CA 95683",240 Hwy 16 Sacto Co Line,Plymouth, (209) 245-6600,CA,95669
RANCHO DEL ORO,AMADOR,03-0034-MP,"8825 Old Sacramento Rd, Plymouth, Ca 95669","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",23.0,0.0,0.0,"ADVANTAGE GRANITE BAY, LLC, PO BOX 119, PLACIDA, FL 33946",8825 Old Sacramento Rd,Plymouth,,CA,95669
PARDEE RECREATION AREA,AMADOR,03-0039-MP,"4900 Stoney Creek Rd, Ione, Ca 95640, (209) 772-1472","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",6.0,68.0,81.0,"EAST BAY MUNICIPAL UTLITY DISTRICT, 15083 CAMANCHE PARKWAY S, VALLEY SPRINGS, CA 95252",4900 Stoney Creek Rd,Ione, (209) 772-1472,CA,95640
FOREST PINES MANUFACTURED HOUSING COMMUNITY - 2,AMADOR,03-0040-MP,"20371 Hwy 88, Pine Grove, Ca 95665, (209) 223-9664","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",29.0,0.0,0.0,"HARMONY COMMUNITIES 2 LLC, 6653 EMBARCADERO DR SUITE # C, STOCKTON, CA 95219",20371 Hwy 88,Pine Grove, (209) 223-9664,CA,95665
PIONEER CREEK MH COMMUNITY,AMADOR,03-0041-MP,"16565 Prospect Place Rd, Pioneer, Ca 95666, (209) 295-7307","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",64.0,0.0,0.0,"VISCOVICH FAMILY PARTNERSHIP, C/O CHUCK ALLEN PROPERTIES 44B BRENNAN ST, WATSONVILLE, CA 95076",16565 Prospect Place Rd,Pioneer, (209) 295-7307,CA,95666
HIGHLANDS MHP,AMADOR,03-0042-MP,"150 Clinton Rd, Jackson, Ca 95642, (209) 223-2680","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",59.0,0.0,0.0,"LOVING FAMILY PARTNERSHIP OF JACKSON, 4995 DARBY RUSSELL RD, MURPHYS, CA 95247",150 Clinton Rd,Jackson, (209) 223-2680,CA,95642
49ER VILLAGE RV RESORT,AMADOR,03-0043-MP,"18265 Hwy 49, Plymouth, Ca 95669, (209) 245-6981","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",2.0,328.0,0.0,"SUN 49ER VILLAGE RV LLC, 27777 FRANKLIN RD SUITE # 200, SOUTHFIELD, MI 48034",18265 Hwy 49,Plymouth, (209) 245-6981,CA,95669
THE OAKS COMMUNITY ASSOCIATION,AMADOR,03-0046-MP,"5607 Jackson Valley Rd, Ione, Ca 95640, (209) 274-6056","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",209.0,0.0,0.0,"THE OAKS COMMUNITY ASSOCIATION, 5607 JACKSON VALLEY RD, IONE, CA 95640",5607 Jackson Valley Rd,Ione, (209) 274-6056,CA,95640
MEADOW PINES ESTATES MHP,AMADOR,03-0047-MP,"23750 Carson Dr, Pioneer, Ca 95666, (209) 274-2422","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",50.0,0.0,0.0,"CHAUVEL, ARNO F & JACOBSON, JERRY D, 24681 LA PLAZA NO 380, DANA POINT, CA 92629",23750 Carson Dr,Pioneer, (209) 274-2422,CA,95666
ROLLINGWOOD ESTATES,AMADOR,03-0048-MP,"20 Rollingwood Dr #500, Jackson, Ca 95642, (209) 223-2288","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",219.0,0.0,0.0,"C AND L INVESTMENT COMPANY INC, 3090 FITE CIR SUITE # 203, SACRAMENTO, CA 95827",20 Rollingwood Dr #500,Jackson, (209) 223-2288,CA,95642
PLYMOUTH MOBILE MANOR,AMADOR,03-0049-MP,"9419 Landrum St, Plymouth, Ca 95669, (209) 743-4653","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",32.0,0.0,0.0,"RODERICK L JOHNSON TRUST, 500 GIUSEPPE CT SUITE # 2, ROSEVILLE, CA 95678",9419 Landrum St,Plymouth, (209) 743-4653,CA,95669
CASTLE VILLAGE MOBILE HOME PARK,AMADOR,03-0050-MP,"1400 W Marlette St, Ione, Ca 95640, (209) 274-2050","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",120.0,0.0,0.0,"FUJINAKA CASTLE LP, 3090 FITE CIRCLE SUITE # 203, SACRAMENTO, CA 95827",1400 W Marlette St,Ione, (209) 274-2050,CA,95640
BRIDGE ST CT,BUTTE,04-0001-MP,"1945 Bridge St, Oroville, Ca 95966, (530) 533-2169","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",9.0,0.0,0.0,"VON BARGEN, KAREN, 180 NARANJA AVE, OROVILLE, CA 95966",1945 Bridge St,Oroville, (530) 533-2169,CA,95966
PINE VIEW HEIGHTS MHP,BUTTE,04-0003-MP,"34 Wayland Rd, Paradise, Ca 95967, (530) 864-5463","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",15.0,0.0,0.0,"NELSON, PAUL, 1298 EAST AVE, CHICO, CA 95926",34 Wayland Rd,Paradise, (530) 864-5463,CA,95967
HUDSONS MOBILE HOME PARK,BUTTE,04-0004-MP,"7974 Skyway, Paradise, Ca 95969, (530) 872-1573","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",12.0,0.0,0.0,"EDGECOMB, DAVID & NADINE, TRUSTERS OF THE EDGECOMB REVOCABLE INTER VIVCS TRUST & SCOTT HUDSON, 5630 CHERRY LANE, PARADISE, CA 95969",7974 Skyway,Paradise, (530) 872-1573,CA,95969
PHEASANT RIDGE MOBILE ESTATES,BUTTE,04-0005-MP,"7075 Clark Rd, Paradise, Ca 95969, (530) 872-9563","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",67.0,0.0,0.0,"PHEASANT, RIDGE ASSET PARTNERS, LP, PO BOX 2308, LAGUNA HILLS, CA 92654",7075 Clark Rd,Paradise, (530) 872-9563,CA,95969
RAMBLING ROSE MP,BUTTE,04-0007-MP,"1679 Oroville Dam Blvd West, Oroville, Ca 95965, (530) 514-6686","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",13.0,0.0,0.0,"SMITH, CURTIS, PO BOX 1147, PARADISE, CA 95967",1679 Oroville Dam Blvd West,Oroville, (530) 514-6686,CA,95965
LASSEN MHP,BUTTE,04-0011-MP,"2875 Morseman Ave, Chico, Ca 95973, (530) 343-3941","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",73.0,0.0,0.0,"BUTLER FAMILY ENTERPRISES LLC, 236 W EAST AVE PMB 256 SUITE # A, CHICO, CA 95926",2875 Morseman Ave,Chico, (530) 343-3941,CA,95973
OROLAKE MHP,BUTTE,04-0014-MP,"3425 Orange St, Oroville, Ca 95966, (530) 534-3106","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",23.0,12.0,0.0,"OROLAKE, LLC, PO BOX 970422, OREM, UT 84097",3425 Orange St,Oroville, (530) 534-3106,CA,95966
PARADISE TP,BUTTE,04-0016-MP,"6154 Lucky John Rd, Paradise, Ca 95969, (530) 877-6015","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",2.0,18.0,0.0,"HAYGOOD, MARGOT, PO BOX 5786, REDWOOD CITY, CA 94063",6154 Lucky John Rd,Paradise, (530) 877-6015,CA,95969
PARAMOUNT TP,BUTTE,04-0021-MP,"2328 Esplanade, Chico, Ca 95926, (530) 343-3855","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",35.0,0.0,3.0,"KHAN, MOHAMED ASLAM & MOHAMED, BASHIRAN, PO BOX 35, BUTTE CITY, CA 95920",2328 Esplanade,Chico, (530) 343-3855,CA,95926
ROBINSON CORNER PARK,BUTTE,04-0022-MP,"1643 E Gridley Rd, Oroville, Ca 95965, (858) 361-4499","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",20.0,0.0,0.0,"DHILLON, AVTAR, PO BOX 494, YUBA CITY, CA 95992",1643 E Gridley Rd,Oroville, (858) 361-4499,CA,95965
SHADY REST MOBILE HOME PARK,BUTTE,04-0026-MP,"37 Acacia Ave, Oroville, Ca 95966, (530) 222-8261","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",23.0,0.0,0.0,"SHADY REST MHP, LLC, 1075 SPACE PARK WAY #298, MOUNTAIN VIEW, CA 94043",37 Acacia Ave,Oroville, (530) 222-8261,CA,95966
MERCED TRAILER CT,BUTTE,04-0027-MP,"1607 Oro Dam Blvd West, Oroville, Ca 95965, (530) 846-4227","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",9.0,0.0,0.0,"WEINZINGER, ROBERT & NANCY, 1374 HIGHWAY 70, OROVILLE, CA 95965",1607 Oro Dam Blvd West,Oroville, (530) 846-4227,CA,95965
BUTTE GRANDE MHP,BUTTE,04-0030-MP,"1405 Hwy 99, Gridley, Ca 95948, (209) 845-3836","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",29.0,3.0,0.0,"HL ANGEL LLC, 9009 CHAFF CT, ELK GROVE, CA 95758",1405 Hwy 99,Gridley, (209) 845-3836,CA,95948
PARADISE MOBILE ESTATES,BUTTE,04-0032-MP,"1354 Elliott Rd, Paradise, Ca 95969, (530) 826-0325","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",39.0,0.0,0.0,"PARADISE MOBILE ESTATES,LLC, C/O CASCADE CORPORATE MGMT, INC 3511 DEL PASO RD STE 160 RM 240, SACRAMENTO, CA 95835",1354 Elliott Rd,Paradise, (530) 826-0325,CA,95969
OAK STREET MHP,BUTTE,04-0036-MP,"1681 Oak St, Oroville, Ca 95965, (530) 533-0106","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",15.0,0.0,0.0,"OAK STREET MHP LLC, 221 MAIN STREET SUITE # 2039, LOS ALTOS, CA 94023",1681 Oak St,Oroville, (530) 533-0106,CA,95965
EVERGREEN MHP,BUTTE,04-0037-MP,"7209 Skyway, Paradise, Ca 95969, (530) 877-5413","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",36.0,0.0,0.0,"WESTERN PACIFIC DEVELOPMENT, 169 VALLEY HILL DR, MORAGA, CA 94556",7209 Skyway,Paradise, (530) 877-5413,CA,95969
CHICO TRAILER HAVEN,BUTTE,04-0039-MP,"1412 Nord Ave, Chico, Ca 95926, (209) 932-8747","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",41.0,0.0,0.0,"CHICO TRAILER HAVEN LLC, 3511 DEL PASO RD SUITE 160/147, SACRAMENTO, CA 95835",1412 Nord Ave,Chico, (209) 932-8747,CA,95926
SUNDOWN MHP,BUTTE,04-0040-MP,"1616/1668 Oro Dam Blvd West, Oroville, Ca 95965, (530) 533-6059","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",71.0,0.0,0.0,"SUNDOWN ESTATES MHC, 3308 EL CAMINO AVE STE 300-608, SACRAMENTO, CA 95821",1616/1668 Oro Dam Blvd West,Oroville, (530) 533-6059,CA,95965
J AND M,BUTTE,04-0041-MP,"5770 Clark Rd, Paradise, Ca 95969, (530) 533-1362","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",6.0,0.0,0.0,"NEADE, MIKE, 4440 CLARK RD., OROVILLE, CA 95965",5770 Clark Rd,Paradise, (530) 533-1362,CA,95969
ACRES OF PARADISE MHP,BUTTE,04-0042-MP,"6280 Pentz Rd, Paradise, Ca 95969, (909) 793-5233","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",53.0,5.0,0.0,"ACRES OF PARADISE MHP LLC, 3511 DEL PASO RD SUITE # 160-240, SACRAMENTO, CA 95835",6280 Pentz Rd,Paradise, (909) 793-5233,CA,95969
BIG BEND MHP,BUTTE,04-0043-MP,"4318 4320 Big Bend Rd, Oroville, Ca 95965, (843) 251-7800","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",35.0,0.0,0.0,"FNX3 LLC, PO BOX 355, OREGON HOUSE, CA 95962",4318 4320 Big Bend Rd,Oroville, (843) 251-7800,CA,95965
